Der tägliche Straßenverkehr	Daily traffic	Schlangen an den Fahrkartenschaltern/ Fahrkartenautomaten	queues in front of ticket counters/ ticket machines
Der tägliche Straßenverkehr	Daily traffic	Fahrkartenkontrolleure	ticket inspector
Rund ums Auto	All about the car	die Hupe – hupen	the horn – to sound the horn
Rund ums Auto	All about the car	die Bremse – bremsen	the brake – to brake
Rund ums Auto	All about the car	das Gaspedal – Gas geben	the accelerator – to accelerate
Rund ums Auto	All about the car	die Gangschaltung – einen Gang einlegen	the gearbox – to engage a gear
Rund ums Auto	All about the car	die Tür öffnen/schließen	to open/close the door
Rund ums Auto	All about the car	der Reifen – den Reifen wechseln	the tyre – to change the tyre
Rund ums Auto	All about the car	der Kofferraum – etwas im Kofferraum verstauen	the car boot – to stow something in the boot
Rund ums Auto	All about the car	der Sicherheitsgurt – den Sicherheitsgurt anlegen	the seatbelt – to fasten the seatbelt
Rund ums Auto	All about the car	die Motorhaube öffnen/schließen	to open/close the bonnet
Rund ums Auto	All about the car	der Motor – den Motor warten	the engine – to service the engine
Rund ums Auto	All about the car	die Frontschutzscheibe/die Rückscheibe putzen	to clean the windshield/the rear window
Rund ums Auto	All about the car	der Rückspiegel – in den Rückspiegel sehen	the rear-view mirror – to look in the rear-view mirror
Rund ums Auto	All about the car	der Seitenspiegel – in den Seitenspiegel sehen	the side mirror – to look in the side mirror
Rund ums Auto	All about the car	das Seitenfenster	the side window
Rund ums Auto	All about the car	der Blinker – blinken – den Blinker setzen	the indicator – to indicate
Rund ums Auto	All about the car	die Kupplung treten/kuppeln	to depress the clutch/to operate the clutch
Rund ums Auto	All about the car	die Scheinwerfer anschalten	to turn on the headlights
Rund ums Auto	All about the car	das Lenkrad – lenken	the steering wheel – to steer
Rund ums Auto	All about the car	einen Führerschein machen/haben/besitzen	to prepare for a driving test/to have/possess a driving licence
Rund ums Auto	All about the car	die Fahrprüfung ablegen	to take the driving test
Rund ums Auto	All about the car	die Verkehrsregeln kennen/lernen	to know/learn about traffic rules
Urlaub	Holiday	eine Enttäuschung erleben/vermeiden	to experience/avoid a disappointment
Urlaub	Holiday	am Ziel seiner Träume sein	to have fulfilled one’s dreams
Urlaub	Holiday	einen Traumurlaub erleben	to experience a dream holiday
Urlaub	Holiday	Zu meinem Traumurlaub gehört/gehören …	My dream holiday includes ...
Urlaub	Holiday	Der Reiseveranstalter schützt sich vor Beschwerden.	The tour operator protects himself from complaints.
Urlaub	Holiday	Beschreibungen im Reisekatalog:	Descriptions in the travel brochure:
Urlaub	Holiday	 Das Hotel befindet sich in ruhiger Lage/	 The hotel is in a quiet location/
Urlaub	Holiday	in verkehrsgünstiger Lage/direkt am Meer/	easily accessible/on the seafront/
Urlaub	Holiday	direkt an der Strandpromenade/	directly on the beach promenade/
Urlaub	Holiday	mitten in der Altstadt.	in the middle of the old town.
Urlaub	Holiday	 Das Hotel liegt an einer Steilküste/am Hafen/	 The hotel is located atop a cliff/at the harbour/
Urlaub	Holiday	an einem Badestrand/an einer Hauptverkehrsstraße.	at a bathing beach/on a main road.
Urlaub	Holiday	 einen/keinen Blick aufs Meer haben	 to have a/no view of the sea
Urlaub	Holiday	 Das Hotel bietet zweckmäßig eingerichtete Zimmer, eine internationale/familiäre Atmosphäre, unaufdringlichen Service, einen beheizbaren Swimmingpool, kontinentales Frühstück	 The hotel offers functionally furnished rooms, an international/a familiar atmosphere, unobtrusive service, a heated swimming pool, continental breakfast.
Über Gefühle sprechen	Talking about feelings	begeistert sein von + D	to be enthusiastic about
Über Gefühle sprechen	Talking about feelings	böse sein auf + A	to be angry with
Über Gefühle sprechen	Talking about feelings	eifersüchtig sein auf + A	to be jealous of
Über Gefühle sprechen	Talking about feelings	enttäuscht sein von + D	to be disappointed by
Über Gefühle sprechen	Talking about feelings	erstaunt sein über + A	to be astonished by
Über Gefühle sprechen	Talking about feelings	froh sein über + A	to be glad about
Über Gefühle sprechen	Talking about feelings	glücklich sein über + A	to be happy about
Über Gefühle sprechen	Talking about feelings	neidisch sein auf + A	to be envious of
Über Gefühle sprechen	Talking about feelings	neugierig sein auf + A	to be curious about
Über Gefühle sprechen	Talking about feelings	stolz sein auf + A	to be proud of
Über Gefühle sprechen	Talking about feelings	traurig sein über + A	to be sad about
Über Gefühle sprechen	Talking about feelings	wütend sein auf + A	to be furious with
Über Gefühle sprechen	Talking about feelings	zufrieden sein mit + D	to be satisfied with
Glück:	Happiness:	 sich nach Glück sehnen	 to long for happiness
Glück:	Happiness:	 den richtigen Weg zum Glück finden	 to find the right path to happiness
Glück:	Happiness:	 sich einen Wunsch erfüllen	 to fulfil one’s own wish
Glück:	Happiness:	 ein Ziel verfolgen	 to pursue a goal
Glück:	Happiness:	 Geld macht weder glücklich noch unglücklich.	 Money makes you neither happy nor unhappy.
Glück:	Happiness:	 die unerfüllte Suche nach dem Glück	 the unfulfilled search for happiness
Glück:	Happiness:	 sich selbst unglücklich machen	 to make oneself unhappy
Glück:	Happiness:	 die Glückssymbole	 the symbols of good fortune
Glück:	Happiness:	 die Glücksbringer	 the lucky charms
Vermutungen ausdrücken	Talking about assumptions	vielleicht	maybe
Vermutungen ausdrücken	Talking about assumptions	wahrscheinlich	probably
Vermutungen ausdrücken	Talking about assumptions	vermutlich	supposedly
Vermutungen ausdrücken	Talking about assumptions	ich vermute	I suspect
Vermutungen ausdrücken	Talking about assumptions	ich glaube	I believe
Vermutungen ausdrücken	Talking about assumptions	ich denke	I think
Vermutungen ausdrücken	Talking about assumptions	Es kann/könnte sein, dass …	It can/could be that
Eigenschaften positiv:	Characteristics positive:	 sympathisch	 likeable
Eigenschaften positiv:	Characteristics positive:	 attraktiv	 attractive
Eigenschaften positiv:	Characteristics positive:	 intelligent	 intelligent
Eigenschaften positiv:	Characteristics positive:	 ehrlich	 honest
Eigenschaften positiv:	Characteristics positive:	 transparent	 transparent
Eigenschaften positiv:	Characteristics positive:	 verständnisvoll	 understanding
Eigenschaften positiv:	Characteristics positive:	 interessiert	 interested
Eigenschaften positiv:	Characteristics positive:	 aufmerksam	 attentive
Eigenschaften positiv:	Characteristics positive:	 aufrichtig	 sincere
Eigenschaften positiv:	Characteristics positive:	 freundlich	 friendly
Eigenschaften positiv:	Characteristics positive:	 zurückhaltend	 reserved
Eigenschaften positiv:	Characteristics positive:	 kontaktfreudig	 sociable
Eigenschaften positiv:	Characteristics positive:	 hilfsbereit	 helpful
Eigenschaften positiv:	Characteristics positive:	 mitfühlend	 compassionate
Eigenschaften positiv:	Characteristics positive:	 kommunikativ	 communicative
Eigenschaften positiv:	Characteristics positive:	 pragmatisch	 pragmatic
Eigenschaften negativ:	Characteristics negative:	 taktlos	 tactless
Eigenschaften negativ:	Characteristics negative:	 gefühllos	 callous
Eigenschaften negativ:	Characteristics negative:	 selbstsüchtig/egoistisch	 selfish/egoistic
Eigenschaften negativ:	Characteristics negative:	 gelangweilt/desinteressiert	 bored/indifferent
Eigenschaften negativ:	Characteristics negative:	 hinterhältig	 devious
Stress, Ärger und Freude	Stress, anger and joy	 die Stressbewältigung	 the stress management
Stress, Ärger und Freude	Stress, anger and joy	 mit Stress (gut/nicht) umgehen können	 to (not) be able to handle stress (well)
Stress, Ärger und Freude	Stress, anger and joy	 eine stressige Situation (gut/nicht) bewältigen können	 to (not) cope (well) with a stressful situation
Stress, Ärger und Freude	Stress, anger and joy	 unter Stress leiden	 to suffer from stress
Stress, Ärger und Freude	Stress, anger and joy	 sich gestresst fühlen	 to feel stressed
Stress, Ärger und Freude	Stress, anger and joy	 gestresst sein	 to be stressed
Stress, Ärger und Freude	Stress, anger and joy	 Etwas erzeugt Stress.	 something creates stress
Stress, Ärger und Freude	Stress, anger and joy	 Angst haben vor Fehlern/Ablehnung	 to be afraid of making mistakes/disapproval
Stress, Ärger und Freude	Stress, anger and joy	 sich oder andere überfordern	 to expect too much of oneself or others
Stress, Ärger und Freude	Stress, anger and joy	 sich oder andere unter Druck setzen	 to put oneself or others under pressure
Stress, Ärger und Freude	Stress, anger and joy	 Konflikte vermeiden	 to avoid conflicts
Stress, Ärger und Freude	Stress, anger and joy	 sich entspannen	 to relax
Stress, Ärger und Freude	Stress, anger and joy	 sich beruhigen	 to calm oneself
Ärger:	Anger:	 Das ärgert mich.	 That makes me angry.
Ärger:	Anger:	 Das nervt mich.	 That annoys me.
Ärger:	Anger:	 Das stört mich.	 That bothers me.
Ärger:	Anger:	 Das finde ich schlimm.	 I think this is bad.
Ärger:	Anger:	 Das macht mich fertig.	 That gets me down.
Ärger:	Anger:	 Das regt mich auf.	 That gets my goat.
Ärger:	Anger:	 Das bringt mich auf die Palme.	 That drives me crazy.
Ärger:	Anger:	 Das geht mir auf die Nerven.	 That gets on my nerves.
Freude	Joy	 Das freut mich.	 I’m pleased with that.
Freude	Joy	 Das finde ich toll/super/prima.	 I think that is great/super.
Freude	Joy	 Das macht mich froh.	 That makes me happy
Freude	Joy	 Davor habe ich Respekt.	 I respect that.
Desinteresse:	Indifference:	 Das ist mir gleichgültig.	 That is all the same to me.
Desinteresse:	Indifference:	 Das ist mir egal.	 I don’t care about that.
Desinteresse:	Indifference:	 Das interessiert mich (überhaupt) nicht.	 I am not interested in that (at all).
Mahlzeiten:	Meals:	 das Frühstück	 the breakfast
Mahlzeiten:	Meals:	 das Mittagessen	 the lunch
Mahlzeiten:	Meals:	 das Abendbrot/Abendessen	 the dinner
Mahlzeiten:	Meals:	 sich Zeit nehmen für ein gemeinsames Essen/	 to take time for eating together/
Gewürze:	Spices:	 das Salz	 the salt
Gewürze:	Spices:	 der Pfeffer	 the pepper
Gewürze:	Spices:	 der Koriander	 the coriander
Gewürze:	Spices:	 der Lavendel	 the lavender
Gewürze:	Spices:	 der Salbei	 the sage
Gewürze:	Spices:	 der Zimt	 the cinnamon
Gewürze:	Spices:	 die Nelken	 the cloves
Gewürze:	Spices:	 der Knoblauch	 the garlic
Gewürze:	Spices:	 der Curry	 the curry
Gewürze:	Spices:	 der Kreuzkümmel	 the cumin
Gewürze:	Spices:	 der Safran	 the saffron
Mahlzeiten weitere Oberbegriffe:	Meals: more general terms:	 Süßigkeiten	 sweets
Mahlzeiten weitere Oberbegriffe:	Meals: more general terms:	 Getreideprodukte	 cereal products
Mahlzeiten weitere Oberbegriffe:	Meals: more general terms:	 Hülsenfrüchte	 pulses
Mahlzeiten weitere Oberbegriffe:	Meals: more general terms:	 Obst	 fruits
Mahlzeiten weitere Oberbegriffe:	Meals: more general terms:	 Fisch	 fish
Mahlzeiten weitere Oberbegriffe:	Meals: more general terms:	 Gemüse	 vegetables
Mahlzeiten weitere Oberbegriffe:	Meals: more general terms:	 Wurst	 sausage
Mahlzeiten weitere Oberbegriffe:	Meals: more general terms:	 Fleisch	 meat
Mahlzeiten weitere Oberbegriffe:	Meals: more general terms:	 Backwaren	 bakery products
Mahlzeiten weitere Oberbegriffe:	Meals: more general terms:	 Milchprodukte	 dairy products
Mahlzeiten weitere Oberbegriffe:	Meals: more general terms:	 Kräuter	 herbs
Mahlzeiten weitere Oberbegriffe:	Meals: more general terms:	 alkoholische Getränke	 alcoholic beverages
Mahlzeiten weitere Oberbegriffe:	Meals: more general terms:	 Erfrischungsgetränke	 soft drinks
Mahlzeiten weitere Oberbegriffe:	Meals: more general terms:	 Geschirr	 crockery
Mahlzeiten weitere Oberbegriffe:	Meals: more general terms:	 Besteck	 cutlery
Essen zubereiten:	Preparing food:	 Zwiebeln schälen/schneiden	 to peel/cut onions
Essen zubereiten:	Preparing food:	 Gemüse putzen	 to wash vegetables
Essen zubereiten:	Preparing food:	 Kuchen backen	 to bake cake
Essen zubereiten:	Preparing food:	 Fleisch anbraten/braten	 to fry/roast meat
Essen zubereiten:	Preparing food:	 Kräuter hacken	 to chop herbs
Essen zubereiten:	Preparing food:	 Salat waschen/trocknen	 to wash/dry the lettuce
Essen zubereiten:	Preparing food:	 (Wasser) kochen	 to boil (water)
Essen zubereiten:	Preparing food:	 ein Steak grillen	 to barbecue a steak
Essen zubereiten:	Preparing food:	 (die Suppe) umrühren	 to stir (the soup)
Essen zubereiten:	Preparing food:	 (das Fleisch) würzen/salzen	 to season/salt (the meat)
Essen zubereiten:	Preparing food:	 etwas dazugeben	 to add something
Restaurants:	Restaurants:	 Das Restaurant bietet gutbürgerliche/italienische/ asiatische/preiswerte … Gerichte.	 The restaurant offers homestyle/Italian/ Asian/inexpensive … dishes.
Restaurants:	Restaurants:	 Es ist bekannt für seine gute/mediterrane/ gutbürgerliche/gehobene … Küche.	 It is well known for its good/Mediterranean/ homestyle/haute … cuisine.
Restaurants:	Restaurants:	 Das Restaurant ist mit modernen/dunklen/ hellen … Möbeln eingerichtet.	 The restaurant is equipped with modern/dark/ light … furniture.
Restaurants:	Restaurants:	 Es wirkt modern/bequem/freundlich/gemütlich …	 It looks modern/comfortable/friendly/cozy ...
Restaurants:	Restaurants:	 Das Ambiente ist traumhaft/modern/rustikal …	 The ambience is fantastic/modern/rustic ...
Restaurants:	Restaurants:	 Die Weinkarte ist ausführlich/vom Feinsten/ bietet eine große Auswahl …	 The wine list is comprehensive/of the highest quality/ offers a large selection ...
Restaurants:	Restaurants:	 Die Bedienung ist freundlich/unfreundlich/ schnell/langsam …	 The service is friendly/unfriendly/ fast/slow ...
Restaurants:	Restaurants:	 Der Service klappt hervorragend/ überhaupt nicht …	 The service is excellent/ very poor ...
Restaurants:	Restaurants:	 Den Empfehlungen der Kellner kann man (nicht) vertrauen …	 You can (not) trust the waiters’ recommendations ...
Restaurants:	Restaurants:	 Das Fleisch/Das Gemüse/Die Nudeln war/waren zu weich/zu hart/zu salzig …	 The meat/The vegetables/The noodles was/were too soft/too hard/too salty ...
Restaurants:	Restaurants:	 Das Essen schmeckte köstlich/ausgezeichnet/ hervorragend/gut …	 The food tasted delicious/exquisite/ excellent/good ...
Restaurants:	Restaurants:	 Das Essen/Der Wein konnte (nicht) überzeugen.	 The food/The wine was (not) impressive.
Restaurants:	Restaurants:	 Das Menü/Essen war sein Geld (nicht) wert	 The menu/food was (not) worth its price
Jahreswechsel:	Turn of the year:	 Einen guten Rutsch!	 Happy New Year!
Jahreswechsel:	Turn of the year:	 Glückliches neues Jahr!	 Happy New Year!
Jahreswechsel:	Turn of the year:	 Gesundes neues Jahr!	 Healthy New Year!
Jahreswechsel:	Turn of the year:	Weihnachten/Ostern:	Christmas/Easter:
Jahreswechsel:	Turn of the year:	 Frohes Fest!	 Happy Holidays!
Jahreswechsel:	Turn of the year:	 Frohe Ostern!	 Happy Easter!
Gute Wünsche	Good wishes	Urlaub/Skiurlaub:	Holiday/skiing holiday:
Gute Wünsche	Good wishes	 Gute Reise!	 Have a good trip!
Gute Wünsche	Good wishes	 Gute Fahrt!	 Have a safe journey!
Gute Wünsche	Good wishes	 Hals- und Beinbruch!	 Break a leg!
Gute Wünsche	Good wishes	Prüfungen/Wettkampf o. ä.:	Exams/competitions etc.:
Gute Wünsche	Good wishes	 Viel Glück!	 Good luck!
Gute Wünsche	Good wishes	 Toi, toi, toi!	 Break a leg!
Gute Wünsche	Good wishes	 Ich drücke dir die Daumen!	 I’ll keep my fingers crossed for you!
Gute Wünsche	Good wishes	 Lasst euch nicht unterkriegen!	 Keep your chin up!
Ein Erfolg:	A success:	 Herzlichen Glückwunsch!	 Congratulations!
Geburtstag:	Birthday:	 Alles Gute zum Geburtstag!	 Happy birthday!
Krankheit:	Illness:	 Gute Besserung!	 Get well soon!
Essen/Trinken:	Eating/drinking:	 Guten Appetit!	 Enjoy your meal!
Essen/Trinken:	Eating/drinking:	 Zum Wohl! (Wein)	 Cheers! (wine)
Essen/Trinken:	Eating/drinking:	 Prost! (Bier, Schnaps)	 Cheers! (beer, spirits)
